election,election_date,precinct_code,precinct_name,contest,contest_resolved,choice,choice_raw,votes,row_type,name_resolved
2026 Primary Election,2026-05-05,0081,Shawnee I,Rep For State Representative (78th District),yes,Matt Huffman,Matt Huffman,149,choice,yes
2026 Primary Election,2026-05-05,0081,Shawnee I,Rep For State Representative (78th District),yes,Total Votes Cast,Total Votes Cast,149,tally,
2026 Primary Election,2026-05-05,0081,Shawnee I,Rep For State Representative (78th District),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0081,Shawnee I,Rep For State Representative (78th District),yes,Undervotes,Undervotes,23,tally,
2026 Primary Election,2026-05-05,0081,Shawnee I,Rep For State Representative (78th District),yes,Contest Total,Contest Total,172,tally,
2026 Primary Election,2026-05-05,0082,Shawnee J,Rep For State Representative (78th District),yes,Matt Huffman,Matt Huffman,122,choice,yes
2026 Primary Election,2026-05-05,0082,Shawnee J,Rep For State Representative (78th District),yes,Total Votes Cast,Total Votes Cast,122,tally,
2026 Primary Election,2026-05-05,0082,Shawnee J,Rep For State Representative (78th District),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0082,Shawnee J,Rep For State Representative (78th District),yes,Undervotes,Undervotes,36,tally,
2026 Primary Election,2026-05-05,0082,Shawnee J,Rep For State Representative (78th District),yes,Contest Total,Contest Total,158,tally,
2026 Primary Election,2026-05-05,0083,Shawnee K,Rep For State Representative (78th District),yes,Matt Huffman,Matt Huffman,105,choice,yes
2026 Primary Election,2026-05-05,0083,Shawnee K,Rep For State Representative (78th District),yes,Total Votes Cast,Total Votes Cast,105,tally,
2026 Primary Election,2026-05-05,0083,Shawnee K,Rep For State Representative (78th District),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0083,Shawnee K,Rep For State Representative (78th District),yes,Undervotes,Undervotes,33,tally,
2026 Primary Election,2026-05-05,0083,Shawnee K,Rep For State Representative (78th District),yes,Contest Total,Contest Total,138,tally,
2026 Primary Election,2026-05-05,0084,Shawnee L,Rep For State Representative (78th District),yes,Matt Huffman,Matt Huffman,98,choice,yes
2026 Primary Election,2026-05-05,0084,Shawnee L,Rep For State Representative (78th District),yes,Total Votes Cast,Total Votes Cast,98,tally,
2026 Primary Election,2026-05-05,0084,Shawnee L,Rep For State Representative (78th District),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0084,Shawnee L,Rep For State Representative (78th District),yes,Undervotes,Undervotes,17,tally,
2026 Primary Election,2026-05-05,0084,Shawnee L,Rep For State Representative (78th District),yes,Contest Total,Contest Total,115,tally,
2026 Primary Election,2026-05-05,0085,Spencerville A,Rep For State Representative (78th District),yes,Matt Huffman,Matt Huffman,62,choice,yes
2026 Primary Election,2026-05-05,0085,Spencerville A,Rep For State Representative (78th District),yes,Total Votes Cast,Total Votes Cast,62,tally,
2026 Primary Election,2026-05-05,0085,Spencerville A,Rep For State Representative (78th District),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0085,Spencerville A,Rep For State Representative (78th District),yes,Undervotes,Undervotes,7,tally,
2026 Primary Election,2026-05-05,0085,Spencerville A,Rep For State Representative (78th District),yes,Contest Total,Contest Total,69,tally,
2026 Primary Election,2026-05-05,0086,Spencerville B,Rep For State Representative (78th District),yes,Matt Huffman,Matt Huffman,58,choice,yes
2026 Primary Election,2026-05-05,0086,Spencerville B,Rep For State Representative (78th District),yes,Total Votes Cast,Total Votes Cast,58,tally,
2026 Primary Election,2026-05-05,0086,Spencerville B,Rep For State Representative (78th District),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0086,Spencerville B,Rep For State Representative (78th District),yes,Undervotes,Undervotes,11,tally,
2026 Primary Election,2026-05-05,0086,Spencerville B,Rep For State Representative (78th District),yes,Contest Total,Contest Total,69,tally,
2026 Primary Election,2026-05-05,0087,Spencer A,Rep For State Representative (78th District),yes,Matt Huffman,Matt Huffman,87,choice,yes
2026 Primary Election,2026-05-05,0087,Spencer A,Rep For State Representative (78th District),yes,Total Votes Cast,Total Votes Cast,87,tally,
2026 Primary Election,2026-05-05,0087,Spencer A,Rep For State Representative (78th District),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0087,Spencer A,Rep For State Representative (78th District),yes,Undervotes,Undervotes,13,tally,
2026 Primary Election,2026-05-05,0087,Spencer A,Rep For State Representative (78th District),yes,Contest Total,Contest Total,100,tally,
2026 Primary Election,2026-05-05,0088,Sugar Creek,Rep For State Representative (78th District),yes,Matt Huffman,Matt Huffman,163,choice,yes
2026 Primary Election,2026-05-05,0088,Sugar Creek,Rep For State Representative (78th District),yes,Total Votes Cast,Total Votes Cast,163,tally,
2026 Primary Election,2026-05-05,0088,Sugar Creek,Rep For State Representative (78th District),yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0088,Sugar Creek,Rep For State Representative (78th District),yes,Undervotes,Undervotes,30,tally,
2026 Primary Election,2026-05-05,0088,Sugar Creek,Rep For State Representative (78th District),yes,Contest Total,Contest Total,193,tally,
2026 Primary Election,2026-05-05,0001,Delphos 1A,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,82,choice,no
2026 Primary Election,2026-05-05,0001,Delphos 1A,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,82,tally,
2026 Primary Election,2026-05-05,0001,Delphos 1A,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0001,Delphos 1A,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,7,tally,
2026 Primary Election,2026-05-05,0001,Delphos 1A,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,89,tally,
2026 Primary Election,2026-05-05,0002,Delphos 1B,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,90,choice,no
2026 Primary Election,2026-05-05,0002,Delphos 1B,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,90,tally,
2026 Primary Election,2026-05-05,0002,Delphos 1B,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0002,Delphos 1B,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,11,tally,
2026 Primary Election,2026-05-05,0002,Delphos 1B,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,101,tally,
2026 Primary Election,2026-05-05,0003,Delphos 2A,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,77,choice,no
2026 Primary Election,2026-05-05,0003,Delphos 2A,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,77,tally,
2026 Primary Election,2026-05-05,0003,Delphos 2A,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0003,Delphos 2A,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,12,tally,
2026 Primary Election,2026-05-05,0003,Delphos 2A,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,89,tally,
2026 Primary Election,2026-05-05,0004,Delphos 2B,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,35,choice,no
2026 Primary Election,2026-05-05,0004,Delphos 2B,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,35,tally,
2026 Primary Election,2026-05-05,0004,Delphos 2B,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0004,Delphos 2B,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,1,tally,
2026 Primary Election,2026-05-05,0004,Delphos 2B,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,36,tally,
2026 Primary Election,2026-05-05,0005,Lima 1A,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,54,choice,no
2026 Primary Election,2026-05-05,0005,Lima 1A,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,54,tally,
2026 Primary Election,2026-05-05,0005,Lima 1A,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0005,Lima 1A,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,3,tally,
2026 Primary Election,2026-05-05,0005,Lima 1A,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,57,tally,
2026 Primary Election,2026-05-05,0006,Lima 1B,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,59,choice,no
2026 Primary Election,2026-05-05,0006,Lima 1B,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,59,tally,
2026 Primary Election,2026-05-05,0006,Lima 1B,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0006,Lima 1B,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,10,tally,
2026 Primary Election,2026-05-05,0006,Lima 1B,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,69,tally,
2026 Primary Election,2026-05-05,0007,Lima 1C,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,29,choice,no
2026 Primary Election,2026-05-05,0007,Lima 1C,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,29,tally,
2026 Primary Election,2026-05-05,0007,Lima 1C,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0007,Lima 1C,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,5,tally,
2026 Primary Election,2026-05-05,0007,Lima 1C,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,34,tally,
2026 Primary Election,2026-05-05,0008,Lima 2A,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,79,choice,no
2026 Primary Election,2026-05-05,0008,Lima 2A,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,79,tally,
2026 Primary Election,2026-05-05,0008,Lima 2A,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0008,Lima 2A,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,15,tally,
2026 Primary Election,2026-05-05,0008,Lima 2A,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,94,tally,
2026 Primary Election,2026-05-05,0009,Lima 2B,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,78,choice,no
2026 Primary Election,2026-05-05,0009,Lima 2B,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,78,tally,
2026 Primary Election,2026-05-05,0009,Lima 2B,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0009,Lima 2B,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,10,tally,
2026 Primary Election,2026-05-05,0009,Lima 2B,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,88,tally,
2026 Primary Election,2026-05-05,0010,Lima 2C,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,72,choice,no
2026 Primary Election,2026-05-05,0010,Lima 2C,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,72,tally,
2026 Primary Election,2026-05-05,0010,Lima 2C,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0010,Lima 2C,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,9,tally,
2026 Primary Election,2026-05-05,0010,Lima 2C,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,81,tally,
2026 Primary Election,2026-05-05,0011,Lima 3A,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,21,choice,no
2026 Primary Election,2026-05-05,0011,Lima 3A,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,21,tally,
2026 Primary Election,2026-05-05,0011,Lima 3A,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0011,Lima 3A,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,2,tally,
2026 Primary Election,2026-05-05,0011,Lima 3A,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,23,tally,
2026 Primary Election,2026-05-05,0012,Lima 3B,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,18,choice,no
2026 Primary Election,2026-05-05,0012,Lima 3B,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,18,tally,
2026 Primary Election,2026-05-05,0012,Lima 3B,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0012,Lima 3B,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,1,tally,
2026 Primary Election,2026-05-05,0012,Lima 3B,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,19,tally,
2026 Primary Election,2026-05-05,0013,Lima 3C,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,36,choice,no
2026 Primary Election,2026-05-05,0013,Lima 3C,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,36,tally,
2026 Primary Election,2026-05-05,0013,Lima 3C,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0013,Lima 3C,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,5,tally,
2026 Primary Election,2026-05-05,0013,Lima 3C,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,41,tally,
2026 Primary Election,2026-05-05,0014,Lima 4A,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,86,choice,no
2026 Primary Election,2026-05-05,0014,Lima 4A,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,86,tally,
2026 Primary Election,2026-05-05,0014,Lima 4A,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0014,Lima 4A,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,15,tally,
2026 Primary Election,2026-05-05,0014,Lima 4A,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,101,tally,
2026 Primary Election,2026-05-05,0015,Lima 4B,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,28,choice,no
2026 Primary Election,2026-05-05,0015,Lima 4B,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,28,tally,
2026 Primary Election,2026-05-05,0015,Lima 4B,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0015,Lima 4B,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,5,tally,
2026 Primary Election,2026-05-05,0015,Lima 4B,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,33,tally,
2026 Primary Election,2026-05-05,0016,Lima 4C,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,58,choice,no
2026 Primary Election,2026-05-05,0016,Lima 4C,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,58,tally,
2026 Primary Election,2026-05-05,0016,Lima 4C,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0016,Lima 4C,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,16,tally,
2026 Primary Election,2026-05-05,0016,Lima 4C,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,74,tally,
2026 Primary Election,2026-05-05,0017,Lima 4D,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,67,choice,no
2026 Primary Election,2026-05-05,0017,Lima 4D,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,67,tally,
2026 Primary Election,2026-05-05,0017,Lima 4D,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0017,Lima 4D,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,15,tally,
2026 Primary Election,2026-05-05,0017,Lima 4D,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,82,tally,
2026 Primary Election,2026-05-05,0018,Lima 5A,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,15,choice,no
2026 Primary Election,2026-05-05,0018,Lima 5A,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,15,tally,
2026 Primary Election,2026-05-05,0018,Lima 5A,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0018,Lima 5A,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,0,tally,
2026 Primary Election,2026-05-05,0018,Lima 5A,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,15,tally,
2026 Primary Election,2026-05-05,0019,Lima 5B,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,12,choice,no
2026 Primary Election,2026-05-05,0019,Lima 5B,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,12,tally,
2026 Primary Election,2026-05-05,0019,Lima 5B,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0019,Lima 5B,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,0,tally,
2026 Primary Election,2026-05-05,0019,Lima 5B,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,12,tally,
2026 Primary Election,2026-05-05,0020,Lima 5C,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,15,choice,no
2026 Primary Election,2026-05-05,0020,Lima 5C,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,15,tally,
2026 Primary Election,2026-05-05,0020,Lima 5C,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0020,Lima 5C,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,1,tally,
2026 Primary Election,2026-05-05,0020,Lima 5C,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,16,tally,
2026 Primary Election,2026-05-05,0021,Lima 5D,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,22,choice,no
2026 Primary Election,2026-05-05,0021,Lima 5D,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,22,tally,
2026 Primary Election,2026-05-05,0021,Lima 5D,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0021,Lima 5D,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,9,tally,
2026 Primary Election,2026-05-05,0021,Lima 5D,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,31,tally,
2026 Primary Election,2026-05-05,0022,Lima 6A,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,37,choice,no
2026 Primary Election,2026-05-05,0022,Lima 6A,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,37,tally,
2026 Primary Election,2026-05-05,0022,Lima 6A,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0022,Lima 6A,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,5,tally,
2026 Primary Election,2026-05-05,0022,Lima 6A,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,42,tally,
2026 Primary Election,2026-05-05,0023,Lima 6B,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,20,choice,no
2026 Primary Election,2026-05-05,0023,Lima 6B,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,20,tally,
2026 Primary Election,2026-05-05,0023,Lima 6B,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0023,Lima 6B,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,1,tally,
2026 Primary Election,2026-05-05,0023,Lima 6B,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,21,tally,
2026 Primary Election,2026-05-05,0024,Lima 6C,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,4,choice,no
2026 Primary Election,2026-05-05,0024,Lima 6C,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,4,tally,
2026 Primary Election,2026-05-05,0024,Lima 6C,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0024,Lima 6C,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,1,tally,
2026 Primary Election,2026-05-05,0024,Lima 6C,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,5,tally,
2026 Primary Election,2026-05-05,0025,Lima 7A,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,72,choice,no
2026 Primary Election,2026-05-05,0025,Lima 7A,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,72,tally,
2026 Primary Election,2026-05-05,0025,Lima 7A,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0025,Lima 7A,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,11,tally,
2026 Primary Election,2026-05-05,0025,Lima 7A,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,83,tally,
2026 Primary Election,2026-05-05,0026,Lima 7B,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,74,choice,no
2026 Primary Election,2026-05-05,0026,Lima 7B,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,74,tally,
2026 Primary Election,2026-05-05,0026,Lima 7B,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0026,Lima 7B,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,12,tally,
2026 Primary Election,2026-05-05,0026,Lima 7B,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,86,tally,
2026 Primary Election,2026-05-05,0027,Lima 7C,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,73,choice,no
2026 Primary Election,2026-05-05,0027,Lima 7C,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,73,tally,
2026 Primary Election,2026-05-05,0027,Lima 7C,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0027,Lima 7C,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,10,tally,
2026 Primary Election,2026-05-05,0027,Lima 7C,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,83,tally,
2026 Primary Election,2026-05-05,0028,Amanda E,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,144,choice,no
2026 Primary Election,2026-05-05,0028,Amanda E,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,144,tally,
2026 Primary Election,2026-05-05,0028,Amanda E,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0028,Amanda E,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,22,tally,
2026 Primary Election,2026-05-05,0028,Amanda E,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,166,tally,
2026 Primary Election,2026-05-05,0029,Amanda N,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,77,choice,no
2026 Primary Election,2026-05-05,0029,Amanda N,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,77,tally,
2026 Primary Election,2026-05-05,0029,Amanda N,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0029,Amanda N,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,20,tally,
2026 Primary Election,2026-05-05,0029,Amanda N,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,97,tally,
2026 Primary Election,2026-05-05,0030,Elida A,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,106,choice,no
2026 Primary Election,2026-05-05,0030,Elida A,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,106,tally,
2026 Primary Election,2026-05-05,0030,Elida A,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0030,Elida A,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,18,tally,
2026 Primary Election,2026-05-05,0030,Elida A,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,124,tally,
2026 Primary Election,2026-05-05,0031,Elida B,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,107,choice,no
2026 Primary Election,2026-05-05,0031,Elida B,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,107,tally,
2026 Primary Election,2026-05-05,0031,Elida B,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0031,Elida B,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,13,tally,
2026 Primary Election,2026-05-05,0031,Elida B,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,120,tally,
2026 Primary Election,2026-05-05,0032,American A,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,107,choice,no
2026 Primary Election,2026-05-05,0032,American A,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,107,tally,
2026 Primary Election,2026-05-05,0032,American A,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0032,American A,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,31,tally,
2026 Primary Election,2026-05-05,0032,American A,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,138,tally,
2026 Primary Election,2026-05-05,0033,American B,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,82,choice,no
2026 Primary Election,2026-05-05,0033,American B,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,82,tally,
2026 Primary Election,2026-05-05,0033,American B,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0033,American B,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,13,tally,
2026 Primary Election,2026-05-05,0033,American B,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,95,tally,
2026 Primary Election,2026-05-05,0034,American C,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,98,choice,no
2026 Primary Election,2026-05-05,0034,American C,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,98,tally,
2026 Primary Election,2026-05-05,0034,American C,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
